[CIE_UCS_P] 901
 Tc	      urt	      vrt
1916	0.312202502560	0.359619107225
1917	0.312113952785	0.359613181738
1918	0.312025488349	0.359607239744
1919	0.311937109149	0.359601281267
1920	0.311848815080	0.359595306332
1921	0.311760606038	0.359589314965
1922	0.311672481920	0.359583307189
1923	0.311584442622	0.359577283030
1924	0.311496488039	0.359571242513
1925	0.311408618070	0.359565185661
1926	0.311320832611	0.359559112501
1927	0.311233131558	0.359553023055
1928	0.311145514808	0.359546917351
1929	0.311057982260	0.359540795411
1930	0.310970533810	0.359534657260
1931	0.310883169356	0.359528502924
1932	0.310795888795	0.359522332426
1933	0.310708692026	0.359516145792
1934	0.310621578946	0.359509943046
1935	0.310534549453	0.359503724212
1936	0.310447603446	0.359497489315
1937	0.310360740823	0.359491238379
1938	0.310273961482	0.359484971429
1939	0.310187265323	0.359478688490
1940	0.310100652244	0.359472389585
1941	0.310014122143	0.359466074740
1942	0.309927674922	0.359459743978
1943	0.309841310477	0.359453397324
1944	0.309755028709	0.359447034802
1945	0.309668829518	0.359440656437
1946	0.309582712803	0.359434262253
1947	0.309496678464	0.359427852274
1948	0.309410726401	0.359421426525
1949	0.309324856514	0.359414985029
1950	0.309239068703	0.359408527811
1951	0.309153362869	0.359402054896
1952	0.309067738912	0.359395566307
1953	0.308982196734	0.359389062068
1954	0.308896736234	0.359382542204
1955	0.308811357314	0.359376006739
1956	0.308726059875	0.359369455697
1957	0.308640843819	0.359362889102
1958	0.308555709046	0.359356306977
1959	0.308470655458	0.359349709348
1960	0.308385682957	0.359343096238
1961	0.308300791445	0.359336467671
1962	0.308215980823	0.359329823671
1963	0.308131250995	0.359323164262
1964	0.308046601861	0.359316489468
1965	0.307962033325	0.359309799313
1966	0.307877545289	0.359303093821
1967	0.307793137655	0.359296373016
1968	0.307708810327	0.359289636921
1969	0.307624563208	0.359282885560
1970	0.307540396199	0.359276118957
1971	0.307456309206	0.359269337137
1972	0.307372302131	0.359262540122
1973	0.307288374877	0.359255727936
1974	0.307204527348	0.359248900604
1975	0.307120759449	0.359242058149
1976	0.307037071082	0.359235200594
1977	0.306953462152	0.359228327963
1978	0.306869932564	0.359221440281
1979	0.306786482221	0.359214537570
1980	0.306703111028	0.359207619854
1981	0.306619818889	0.359200687156
1982	0.306536605710	0.359193739501
1983	0.306453471394	0.359186776912
1984	0.306370415848	0.359179799412
1985	0.306287438977	0.359172807025
1986	0.306204540684	0.359165799774
1987	0.306121720877	0.359158777683
1988	0.306038979460	0.359151740775
1989	0.305956316339	0.359144689074
1990	0.305873731421	0.359137622602
1991	0.305791224610	0.359130541384
1992	0.305708795813	0.359123445443
1993	0.305626444937	0.359116334802
1994	0.305544171887	0.359109209484
1995	0.305461976570	0.359102069512
1996	0.305379858893	0.359094914911
1997	0.305297818762	0.359087745702
1998	0.305215856085	0.359080561910
1999	0.305133970767	0.359073363557
2000	0.305052162718	0.359066150668
2001	0.304970431843	0.359058923264
2002	0.304888778050	0.359051681369
2003	0.304807201247	0.359044425006
2004	0.304725701342	0.359037154198
2005	0.304644278241	0.359029868969
2006	0.304562931854	0.359022569341
2007	0.304481662088	0.359015255337
2008	0.304400468851	0.359007926981
2009	0.304319352052	0.359000584295
2010	0.304238311599	0.358993227303
2011	0.304157347401	0.358985856026
2012	0.304076459366	0.358978470489
2013	0.303995647404	0.358971070714
2014	0.303914911423	0.358963656725
2015	0.303834251332	0.358956228542
2016	0.303753667041	0.358948786191
2017	0.303673158459	0.358941329693
2018	0.303592725496	0.358933859071
2019	0.303512368060	0.358926374349
2020	0.303432086063	0.358918875548
2021	0.303351879413	0.358911362692
2022	0.303271748021	0.358903835803
2023	0.303191691797	0.358896294904
2024	0.303111710651	0.358888740017
2025	0.303031804494	0.358881171166
2026	0.302951973235	0.358873588373
2027	0.302872216787	0.358865991660
2028	0.302792535058	0.358858381051
2029	0.302712927962	0.358850756566
2030	0.302633395407	0.358843118231
2031	0.302553937306	0.358835466065
2032	0.302474553570	0.358827800093
2033	0.302395244110	0.358820120337
2034	0.302316008838	0.358812426819
2035	0.302236847665	0.358804719561
2036	0.302157760504	0.358796998586
2037	0.302078747265	0.358789263917
2038	0.301999807862	0.358781515575
2039	0.301920942205	0.358773753583
2040	0.301842150209	0.358765977964
2041	0.301763431784	0.358758188739
2042	0.301684786844	0.358750385931
2043	0.301606215300	0.358742569562
2044	0.301527717067	0.358734739655
2045	0.301449292056	0.358726896232
2046	0.301370940181	0.358719039314
2047	0.301292661355	0.358711168925
2048	0.301214455491	0.358703285085
2049	0.301136322503	0.358695387818
2050	0.301058262304	0.358687477145
2051	0.300980274807	0.358679553089
2052	0.300902359927	0.358671615672
2053	0.300824517577	0.358663664915
2054	0.300746747671	0.358655700840
2055	0.300669050124	0.358647723470
2056	0.300591424850	0.358639732827
2057	0.300513871762	0.358631728933
2058	0.300436390776	0.358623711809
2059	0.300358981807	0.358615681477
2060	0.300281644767	0.358607637960
2061	0.300204379574	0.358599581278
2062	0.300127186141	0.358591511455
2063	0.300050064384	0.358583428512
2064	0.299973014218	0.358575332470
2065	0.299896035558	0.358567223352
2066	0.299819128320	0.358559101179
2067	0.299742292419	0.358550965973
2068	0.299665527771	0.358542817756
2069	0.299588834291	0.358534656549
2070	0.299512211897	0.358526482374
2071	0.299435660502	0.358518295253
2072	0.299359180025	0.358510095207
2073	0.299282770381	0.358501882258
2074	0.299206431486	0.358493656427
2075	0.299130163257	0.358485417737
2076	0.299053965611	0.358477166208
2077	0.298977838464	0.358468901863
2078	0.298901781733	0.358460624722
2079	0.298825795336	0.358452334807
2080	0.298749879189	0.358444032140
2081	0.298674033209	0.358435716742
2082	0.298598257314	0.358427388635
2083	0.298522551421	0.358419047839
2084	0.298446915448	0.358410694377
2085	0.298371349313	0.358402328269
2086	0.298295852933	0.358393949537
2087	0.298220426226	0.358385558203
2088	0.298145069110	0.358377154286
2089	0.298069781503	0.358368737810
2090	0.297994563324	0.358360308795
2091	0.297919414491	0.358351867262
2092	0.297844334923	0.358343413232
2093	0.297769324537	0.358334946728
2094	0.297694383253	0.358326467768
2095	0.297619510990	0.358317976376
2096	0.297544707666	0.358309472572
2097	0.297469973201	0.358300956377
2098	0.297395307514	0.358292427813
2099	0.297320710523	0.358283886899
2100	0.297246182149	0.358275333658
2101	0.297171722311	0.358266768110
2102	0.297097330928	0.358258190276
2103	0.297023007920	0.358249600178
2104	0.296948753208	0.358240997836
2105	0.296874566710	0.358232383271
2106	0.296800448348	0.358223756504
2107	0.296726398041	0.358215117556
2108	0.296652415709	0.358206466447
2109	0.296578501273	0.358197803199
2110	0.296504654654	0.358189127833
2111	0.296430875772	0.358180440369
2112	0.296357164548	0.358171740827
2113	0.296283520902	0.358163029230
2114	0.296209944756	0.358154305597
2115	0.296136436031	0.358145569948
2116	0.296062994648	0.358136822306
2117	0.295989620528	0.358128062690
2118	0.295916313592	0.358119291122
2119	0.295843073762	0.358110507621
2120	0.295769900960	0.358101712208
2121	0.295696795108	0.358092904904
2122	0.295623756127	0.358084085730
2123	0.295550783939	0.358075254706
2124	0.295477878466	0.358066411852
2125	0.295405039631	0.358057557189
2126	0.295332267355	0.358048690737
2127	0.295259561562	0.358039812518
2128	0.295186922173	0.358030922551
2129	0.295114349111	0.358022020856
2130	0.295041842299	0.358013107455
2131	0.294969401660	0.358004182367
2132	0.294897027116	0.357995245613
2133	0.294824718591	0.357986297213
2134	0.294752476008	0.357977337187
2135	0.294680299290	0.357968365556
2136	0.294608188360	0.357959382340
2137	0.294536143142	0.357950387559
2138	0.294464163559	0.357941381234
2139	0.294392249535	0.357932363384
2140	0.294320400995	0.357923334030
2141	0.294248617861	0.357914293192
2142	0.294176900057	0.357905240889
2143	0.294105247509	0.357896177143
2144	0.294033660139	0.357887101973
2145	0.293962137873	0.357878015399
2146	0.293890680635	0.357868917442
2147	0.293819288348	0.357859808120
2148	0.293747960939	0.357850687455
2149	0.293676698331	0.357841555466
2150	0.293605500450	0.357832412174
2151	0.293534367219	0.357823257597
2152	0.293463298566	0.357814091757
2153	0.293392294414	0.357804914673
2154	0.293321354688	0.357795726364
2155	0.293250479315	0.357786526851
2156	0.293179668219	0.357777316153
2157	0.293108921327	0.357768094291
2158	0.293038238563	0.357758861283
2159	0.292967619854	0.357749617151
2160	0.292897065125	0.357740361913
2161	0.292826574303	0.357731095589
2162	0.292756147313	0.357721818199
2163	0.292685784082	0.357712529763
2164	0.292615484536	0.357703230300
2165	0.292545248601	0.357693919830
2166	0.292475076204	0.357684598372
2167	0.292404967271	0.357675265947
2168	0.292334921730	0.357665922573
2169	0.292264939506	0.357656568270
2170	0.292195020527	0.357647203058
2171	0.292125164720	0.357637826956
2172	0.292055372011	0.357628439984
2173	0.291985642329	0.357619042161
2174	0.291915975600	0.357609633507
2175	0.291846371751	0.357600214041
2176	0.291776830711	0.357590783782
2177	0.291707352407	0.357581342750
2178	0.291637936766	0.357571890963
2179	0.291568583717	0.357562428443
2180	0.291499293187	0.357552955207
2181	0.291430065104	0.357543471275
2182	0.291360899396	0.357533976667
2183	0.291291795991	0.357524471401
2184	0.291222754819	0.357514955497
2185	0.291153775807	0.357505428974
2186	0.291084858883	0.357495891851
2187	0.291016003977	0.357486344147
2188	0.290947211016	0.357476785882
2189	0.290878479930	0.357467217074
2190	0.290809810648	0.357457637743
2191	0.290741203099	0.357448047908
2192	0.290672657211	0.357438447588
2193	0.290604172914	0.357428836801
2194	0.290535750137	0.357419215568
2195	0.290467388810	0.357409583906
2196	0.290399088861	0.357399941835
2197	0.290330850221	0.357390289374
2198	0.290262672820	0.357380626541
2199	0.290194556586	0.357370953356
2200	0.290126501450	0.357361269838
2201	0.290058507342	0.357351576005
2202	0.289990574192	0.357341871876
2203	0.289922701930	0.357332157470
2204	0.289854890486	0.357322432806
2205	0.289787139791	0.357312697903
2206	0.289719449775	0.357302952779
2207	0.289651820368	0.357293197453
2208	0.289584251502	0.357283431943
2209	0.289516743106	0.357273656270
2210	0.289449295112	0.357263870450
2211	0.289381907451	0.357254074503
2212	0.289314580053	0.357244268448
2213	0.289247312851	0.357234452303
2214	0.289180105774	0.357224626086
2215	0.289112958754	0.357214789817
2216	0.289045871723	0.357204943513
2217	0.288978844613	0.357195087194
2218	0.288911877353	0.357185220878
2219	0.288844969878	0.357175344582
