[CIE_UCS_P] 901
 Tc	      urt	      vrt
1400	0.372198796878	0.359853422105
1401	0.372048161769	0.359859673175
1402	0.371897690981	0.359865893305
1403	0.371747384304	0.359872082521
1404	0.371597241529	0.359878240852
1405	0.371447262449	0.359884368325
1406	0.371297446855	0.359890464967
1407	0.371147794538	0.359896530805
1408	0.370998305291	0.359902565868
1409	0.370848978906	0.359908570182
1410	0.370699815176	0.359914543776
1411	0.370550813893	0.359920486677
1412	0.370401974852	0.359926398913
1413	0.370253297843	0.359932280510
1414	0.370104782662	0.359938131498
1415	0.369956429102	0.359943951904
1416	0.369808236957	0.359949741754
1417	0.369660206020	0.359955501078
1418	0.369512336087	0.359961229903
1419	0.369364626951	0.359966928256
1420	0.369217078408	0.359972596166
1421	0.369069690252	0.359978233660
1422	0.368922462279	0.359983840766
1423	0.368775394283	0.359989417512
1424	0.368628486061	0.359994963925
1425	0.368481737409	0.360000480035
1426	0.368335148122	0.360005965868
1427	0.368188717997	0.360011421453
1428	0.368042446830	0.360016846817
1429	0.367896334418	0.360022241989
1430	0.367750380559	0.360027606997
1431	0.367604585048	0.360032941868
1432	0.367458947684	0.360038246631
1433	0.367313468264	0.360043521313
1434	0.367168146587	0.360048765944
1435	0.367022982449	0.360053980550
1436	0.366877975650	0.360059165160
1437	0.366733125988	0.360064319802
1438	0.366588433261	0.360069444505
1439	0.366443897270	0.360074539296
1440	0.366299517812	0.360079604204
1441	0.366155294687	0.360084639256
1442	0.366011227696	0.360089644482
1443	0.365867316637	0.360094619909
1444	0.365723561311	0.360099565565
1445	0.365579961518	0.360104481480
1446	0.365436517059	0.360109367680
1447	0.365293227735	0.360114224196
1448	0.365150093346	0.360119051054
1449	0.365007113694	0.360123848283
1450	0.364864288580	0.360128615911
1451	0.364721617807	0.360133353968
1452	0.364579101175	0.360138062480
1453	0.364436738487	0.360142741478
1454	0.364294529545	0.360147390989
1455	0.364152474153	0.360152011041
1456	0.364010572112	0.360156601663
1457	0.363868823226	0.360161162883
1458	0.363727227298	0.360165694731
1459	0.363585784132	0.360170197234
1460	0.363444493531	0.360174670421
1461	0.363303355300	0.360179114320
1462	0.363162369242	0.360183528961
1463	0.363021535162	0.360187914371
1464	0.362880852865	0.360192270579
1465	0.362740322155	0.360196597614
1466	0.362599942838	0.360200895505
1467	0.362459714719	0.360205164279
1468	0.362319637603	0.360209403966
1469	0.362179711297	0.360213614594
1470	0.362039935606	0.360217796192
1471	0.361900310337	0.360221948789
1472	0.361760835295	0.360226072413
1473	0.361621510289	0.360230167092
1474	0.361482335125	0.360234232856
1475	0.361343309609	0.360238269734
1476	0.361204433551	0.360242277754
1477	0.361065706756	0.360246256944
1478	0.360927129033	0.360250207334
1479	0.360788700190	0.360254128952
1480	0.360650420036	0.360258021827
1481	0.360512288378	0.360261885989
1482	0.360374305027	0.360265721464
1483	0.360236469790	0.360269528284
1484	0.360098782477	0.360273306475
1485	0.359961242898	0.360277056068
1486	0.359823850863	0.360280777090
1487	0.359686606180	0.360284469571
1488	0.359549508661	0.360288133540
1489	0.359412558116	0.360291769026
1490	0.359275754356	0.360295376056
1491	0.359139097191	0.360298954661
1492	0.359002586433	0.360302504870
1493	0.358866221893	0.360306026710
1494	0.358730003382	0.360309520211
1495	0.358593930712	0.360312985402
1496	0.358458003696	0.360316422313
1497	0.358322222146	0.360319830971
1498	0.358186585873	0.360323211405
1499	0.358051094692	0.360326563646
1500	0.357915748415	0.360329887721
1501	0.357780546855	0.360333183660
1502	0.357645489825	0.360336451491
1503	0.357510577140	0.360339691244
1504	0.357375808612	0.360342902948
1505	0.357241184057	0.360346086632
1506	0.357106703289	0.360349242324
1507	0.356972366122	0.360352370054
1508	0.356838172371	0.360355469851
1509	0.356704121851	0.360358541743
1510	0.356570214378	0.360361585761
1511	0.356436449767	0.360364601932
1512	0.356302827833	0.360367590287
1513	0.356169348393	0.360370550853
1514	0.356036011263	0.360373483661
1515	0.355902816260	0.360376388739
1516	0.355769763200	0.360379266116
1517	0.355636851900	0.360382115822
1518	0.355504082177	0.360384937885
1519	0.355371453848	0.360387732335
1520	0.355238966732	0.360390499200
1521	0.355106620646	0.360393238511
1522	0.354974415408	0.360395950295
1523	0.354842350837	0.360398634583
1524	0.354710426751	0.360401291403
1525	0.354578642968	0.360403920785
1526	0.354446999308	0.360406522757
1527	0.354315495591	0.360409097348
1528	0.354184131635	0.360411644589
1529	0.354052907260	0.360414164508
1530	0.353921822286	0.360416657134
1531	0.353790876534	0.360419122496
1532	0.353660069823	0.360421560624
1533	0.353529401975	0.360423971547
1534	0.353398872810	0.360426355294
1535	0.353268482150	0.360428711894
1536	0.353138229815	0.360431041376
1537	0.353008115628	0.360433343770
1538	0.352878139409	0.360435619104
1539	0.352748300982	0.360437867409
1540	0.352618600167	0.360440088713
1541	0.352489036789	0.360442283045
1542	0.352359610669	0.360444450435
1543	0.352230321630	0.360446590911
1544	0.352101169497	0.360448704504
1545	0.351972154091	0.360450791242
1546	0.351843275236	0.360452851154
1547	0.351714532758	0.360454884270
1548	0.351585926479	0.360456890619
1549	0.351457456223	0.360458870231
1550	0.351329121817	0.360460823134
1551	0.351200923083	0.360462749357
1552	0.351072859848	0.360464648930
1553	0.350944931937	0.360466521883
1554	0.350817139174	0.360468368244
1555	0.350689481386	0.360470188043
1556	0.350561958399	0.360471981308
1557	0.350434570038	0.360473748070
1558	0.350307316131	0.360475488357
1559	0.350180196504	0.360477202199
1560	0.350053210983	0.360478889625
1561	0.349926359396	0.360480550664
1562	0.349799641570	0.360482185346
1563	0.349673057333	0.360483793699
1564	0.349546606512	0.360485375753
1565	0.349420288935	0.360486931538
1566	0.349294104431	0.360488461081
1567	0.349168052828	0.360489964414
1568	0.349042133955	0.360491441565
1569	0.348916347640	0.360492892563
1570	0.348790693713	0.360494317437
1571	0.348665172003	0.360495716218
1572	0.348539782340	0.360497088933
1573	0.348414524554	0.360498435613
1574	0.348289398473	0.360499756286
1575	0.348164403930	0.360501050982
1576	0.348039540754	0.360502319730
1577	0.347914808776	0.360503562560
1578	0.347790207828	0.360504779500
1579	0.347665737739	0.360505970580
1580	0.347541398342	0.360507135829
1581	0.347417189468	0.360508275276
1582	0.347293110949	0.360509388951
1583	0.347169162617	0.360510476884
1584	0.347045344305	0.360511539102
1585	0.346921655845	0.360512575635
1586	0.346798097070	0.360513586513
1587	0.346674667812	0.360514571765
1588	0.346551367905	0.360515531421
1589	0.346428197183	0.360516465508
1590	0.346305155479	0.360517374057
1591	0.346182242627	0.360518257097
1592	0.346059458461	0.360519114657
1593	0.345936802815	0.360519946766
1594	0.345814275524	0.360520753454
1595	0.345691876423	0.360521534750
1596	0.345569605346	0.360522290682
1597	0.345447462130	0.360523021281
1598	0.345325446609	0.360523726575
1599	0.345203558619	0.360524406594
1600	0.345081797996	0.360525061367
1601	0.344960164577	0.360525690923
1602	0.344838658197	0.360526295291
1603	0.344717278692	0.360526874500
1604	0.344596025901	0.360527428581
1605	0.344474899660	0.360527957561
1606	0.344353899805	0.360528461470
1607	0.344233026176	0.360528940337
1608	0.344112278608	0.360529394192
1609	0.343991656941	0.360529823064
1610	0.343871161012	0.360530226981
1611	0.343750790660	0.360530605973
1612	0.343630545723	0.360530960070
1613	0.343510426039	0.360531289299
1614	0.343390431449	0.360531593692
1615	0.343270561791	0.360531873275
1616	0.343150816905	0.360532128080
1617	0.343031196630	0.360532358135
1618	0.342911700807	0.360532563468
1619	0.342792329275	0.360532744110
1620	0.342673081874	0.360532900089
1621	0.342553958446	0.360533031435
1622	0.342434958831	0.360533138176
1623	0.342316082869	0.360533220342
1624	0.342197330404	0.360533277961
1625	0.342078701274	0.360533311064
1626	0.341960195323	0.360533319679
1627	0.341841812393	0.360533303834
1628	0.341723552324	0.360533263560
1629	0.341605414960	0.360533198885
1630	0.341487400143	0.360533109839
1631	0.341369507716	0.360532996450
1632	0.341251737522	0.360532858748
1633	0.341134089403	0.360532696761
1634	0.341016563205	0.360532510518
1635	0.340899158768	0.360532300050
1636	0.340781875939	0.360532065384
1637	0.340664714561	0.360531806550
1638	0.340547674477	0.360531523576
1639	0.340430755534	0.360531216493
1640	0.340313957574	0.360530885328
1641	0.340197280443	0.360530530111
1642	0.340080723987	0.360530150871
1643	0.339964288051	0.360529747637
1644	0.339847972479	0.360529320437
1645	0.339731777118	0.360528869301
1646	0.339615701815	0.360528394258
1647	0.339499746414	0.360527895337
1648	0.339383910763	0.360527372566
1649	0.339268194708	0.360526825975
1650	0.339152598095	0.360526255593
1651	0.339037120773	0.360525661448
1652	0.338921762588	0.360525043569
1653	0.338806523388	0.360524401986
1654	0.338691403020	0.360523736727
1655	0.338576401333	0.360523047822
1656	0.338461518174	0.360522335298
1657	0.338346753391	0.360521599185
1658	0.338232106834	0.360520839513
1659	0.338117578351	0.360520056308
1660	0.338003167791	0.360519249602
1661	0.337888875004	0.360518419422
1662	0.337774699837	0.360517565797
1663	0.337660642142	0.360516688756
1664	0.337546701768	0.360515788328
1665	0.337432878565	0.360514864542
1666	0.337319172383	0.360513917427
1667	0.337205583072	0.360512947011
1668	0.337092110484	0.360511953323
1669	0.336978754469	0.360510936392
1670	0.336865514879	0.360509896247
1671	0.336752391563	0.360508832916
1672	0.336639384375	0.360507746429
1673	0.336526493165	0.360506636813
1674	0.336413717786	0.360505504099
1675	0.336301058090	0.360504348314
1676	0.336188513928	0.360503169487
1677	0.336076085154	0.360501967647
1678	0.335963771620	0.360500742822
1679	0.335851573180	0.360499495042
1680	0.335739489685	0.360498224335
1681	0.335627520991	0.360496930729
1682	0.335515666949	0.360495614254
1683	0.335403927415	0.360494274938
1684	0.335292302241	0.360492912810
1685	0.335180791283	0.360491527897
1686	0.335069394395	0.360490120230
1687	0.334958111430	0.360488689836
1688	0.334846942244	0.360487236744
1689	0.334735886692	0.360485760983
1690	0.334624944630	0.360484262581
1691	0.334514115912	0.360482741567
1692	0.334403400394	0.360481197969
1693	0.334292797932	0.360479631817
1694	0.334182308382	0.360478043137
1695	0.334071931600	0.360476431960
1696	0.333961667443	0.360474798313
1697	0.333851515767	0.360473142225
1698	0.333741476430	0.360471463725
1699	0.333631549287	0.360469762841
1700	0.333521734197	0.360468039601
1701	0.333412031017	0.360466294034
1702	0.333302439604	0.360464526169
1703	0.333192959817	0.360462736033
1704	0.333083591513	0.360460923656
1705	0.332974334550	0.360459089065
1706	0.332865188788	0.360457232289
1707	0.332756154084	0.360455353357
1708	0.332647230298	0.360453452296
1709	0.332538417289	0.360451529136
1710	0.332429714916	0.360449583904
1711	0.332321123038	0.360447616629
1712	0.332212641515	0.360445627340
1713	0.332104270206	0.360443616063
1714	0.331996008973	0.360441582829
1715	0.331887857675	0.360439527665
1716	0.331779816173	0.360437450599
1717	0.331671884326	0.360435351660
1718	0.331564061997	0.360433230876
1719	0.331456349046	0.360431088276
1720	0.331348745335	0.360428923886
1721	0.331241250724	0.360426737737
1722	0.331133865076	0.360424529855
1723	0.331026588252	0.360422300269
1724	0.330919420114	0.360420049007
1725	0.330812360525	0.360417776098
1726	0.330705409347	0.360415481570
1727	0.330598566442	0.360413165450
1728	0.330491831674	0.360410827767
1729	0.330385204906	0.360408468549
1730	0.330278686000	0.360406087824
1731	0.330172274820	0.360403685621
1732	0.330065971229	0.360401261966
1733	0.329959775092	0.360398816889
1734	0.329853686273	0.360396350417
1735	0.329747704635	0.360393862579
1736	0.329641830043	0.360391353402
1737	0.329536062361	0.360388822915
1738	0.329430401455	0.360386271145
1739	0.329324847189	0.360383698120
1740	0.329219399428	0.360381103869
1741	0.329114058038	0.360378488419
1742	0.329008822885	0.360375851799
1743	0.328903693833	0.360373194036
1744	0.328798670749	0.360370515158
1745	0.328693753499	0.360367815193
1746	0.328588941950	0.360365094169
1747	0.328484235967	0.360362352114
1748	0.328379635418	0.360359589056
1749	0.328275140169	0.360356805022
1750	0.328170750087	0.360354000040
1751	0.328066465040	0.360351174139
1752	0.327962284895	0.360348327346
1753	0.327858209520	0.360345459689
1754	0.327754238782	0.360342571195
1755	0.327650372550	0.360339661892
1756	0.327546610692	0.360336731809
1757	0.327442953075	0.360333780972
1758	0.327339399570	0.360330809410
1759	0.327235950044	0.360327817150
1760	0.327132604366	0.360324804221
1761	0.327029362406	0.360321770648
1762	0.326926224032	0.360318716461
1763	0.326823189115	0.360315641687
1764	0.326720257525	0.360312546354
1765	0.326617429130	0.360309430488
1766	0.326514703801	0.360306294119
1767	0.326412081408	0.360303137272
1768	0.326309561823	0.360299959977
1769	0.326207144914	0.360296762260
1770	0.326104830554	0.360293544149
1771	0.326002618613	0.360290305672
1772	0.325900508963	0.360287046856
1773	0.325798501474	0.360283767728
1774	0.325696596018	0.360280468316
1775	0.325594792468	0.360277148648
1776	0.325493090695	0.360273808751
1777	0.325391490570	0.360270448652
1778	0.325289991967	0.360267068378
1779	0.325188594758	0.360263667958
1780	0.325087298816	0.360260247419
1781	0.324986104013	0.360256806787
1782	0.324885010222	0.360253346091
1783	0.324784017317	0.360249865358
1784	0.324683125170	0.360246364614
1785	0.324582333657	0.360242843888
1786	0.324481642650	0.360239303206
1787	0.324381052022	0.360235742596
1788	0.324280561650	0.360232162085
1789	0.324180171406	0.360228561700
1790	0.324079881165	0.360224941469
1791	0.323979690802	0.360221301419
1792	0.323879600191	0.360217641576
1793	0.323779609208	0.360213961969
1794	0.323679717728	0.360210262624
1795	0.323579925626	0.360206543569
1796	0.323480232778	0.360202804830
1797	0.323380639060	0.360199046435
1798	0.323281144346	0.360195268410
1799	0.323181748515	0.360191470784
1800	0.323082451441	0.360187653582
1801	0.322983253001	0.360183816832
1802	0.322884153072	0.360179960562
1803	0.322785151531	0.360176084797
1804	0.322686248254	0.360172189565
1805	0.322587443119	0.360168274894
1806	0.322488736003	0.360164340809
1807	0.322390126784	0.360160387338
1808	0.322291615339	0.360156414508
1809	0.322193201546	0.360152422346
1810	0.322094885284	0.360148410878
1811	0.321996666429	0.360144380132
1812	0.321898544862	0.360140330135
1813	0.321800520460	0.360136260912
1814	0.321702593102	0.360132172492
1815	0.321604762666	0.360128064900
1816	0.321507029033	0.360123938165
1817	0.321409392082	0.360119792311
1818	0.321311851691	0.360115627367
1819	0.321214407740	0.360111443359
1820	0.321117060109	0.360107240313
1821	0.321019808679	0.360103018257
1822	0.320922653329	0.360098777217
1823	0.320825593939	0.360094517220
1824	0.320728630390	0.360090238292
1825	0.320631762563	0.360085940460
1826	0.320534990339	0.360081623751
1827	0.320438313597	0.360077288191
1828	0.320341732220	0.360072933806
1829	0.320245246090	0.360068560625
1830	0.320148855086	0.360064168672
1831	0.320052559092	0.360059757974
1832	0.319956357988	0.360055328559
1833	0.319860251658	0.360050880452
1834	0.319764239982	0.360046413681
1835	0.319668322844	0.360041928270
1836	0.319572500126	0.360037424248
1837	0.319476771710	0.360032901640
1838	0.319381137480	0.360028360472
1839	0.319285597318	0.360023800772
1840	0.319190151108	0.360019222565
1841	0.319094798733	0.360014625878
1842	0.318999540077	0.360010010737
1843	0.318904375023	0.360005377169
1844	0.318809303455	0.360000725199
1845	0.318714325257	0.359996054855
1846	0.318619440314	0.359991366162
1847	0.318524648509	0.359986659146
1848	0.318429949728	0.359981933834
1849	0.318335343854	0.359977190252
1850	0.318240830774	0.359972428427
1851	0.318146410371	0.359967648384
1852	0.318052082531	0.359962850149
1853	0.317957847139	0.359958033749
1854	0.317863704082	0.359953199210
1855	0.317769653244	0.359948346558
1856	0.317675694511	0.359943475818
1857	0.317581827770	0.359938587018
1858	0.317488052906	0.359933680182
1859	0.317394369807	0.359928755338
1860	0.317300778358	0.359923812511
1861	0.317207278446	0.359918851727
1862	0.317113869958	0.359913873012
1863	0.317020552781	0.359908876392
1864	0.316927326802	0.359903861893
1865	0.316834191909	0.359898829540
1866	0.316741147988	0.359893779361
1867	0.316648194928	0.359888711380
1868	0.316555332617	0.359883625623
1869	0.316462560942	0.359878522117
1870	0.316369879791	0.359873400887
1871	0.316277289053	0.359868261958
1872	0.316184788617	0.359863105358
1873	0.316092378370	0.359857931111
1874	0.316000058202	0.359852739243
1875	0.315907828001	0.359847529780
1876	0.315815687657	0.359842302747
1877	0.315723637059	0.359837058171
1878	0.315631676096	0.359831796077
1879	0.315539804658	0.359826516490
1880	0.315448022635	0.359821219437
1881	0.315356329916	0.359815904942
1882	0.315264726392	0.359810573032
1883	0.315173211952	0.359805223732
1884	0.315081786488	0.359799857067
1885	0.314990449889	0.359794473063
1886	0.314899202046	0.359789071746
1887	0.314808042851	0.359783653141
1888	0.314716972193	0.359778217274
1889	0.314625989965	0.359772764169
1890	0.314535096057	0.359767293853
1891	0.314444290362	0.359761806351
1892	0.314353572769	0.359756301688
1893	0.314262943173	0.359750779890
1894	0.314172401463	0.359745240981
1895	0.314081947534	0.359739684988
1896	0.313991581275	0.359734111936
1897	0.313901302581	0.359728521849
1898	0.313811111343	0.359722914754
1899	0.313721007455	0.359717290675
1900	0.313630990808	0.359711649638
1901	0.313541061297	0.359705991667
1902	0.313451218814	0.359700316789
1903	0.313361463253	0.359694625028
1904	0.313271794507	0.359688916409
1905	0.313182212470	0.359683190958
1906	0.313092717035	0.359677448700
1907	0.313003308096	0.359671689659
1908	0.312913985548	0.359665913861
1909	0.312824749284	0.359660121331
1910	0.312735599200	0.359654312094
1911	0.312646535189	0.359648486176
1912	0.312557557147	0.359642643600
1913	0.312468664968	0.359636784392
1914	0.312379858547	0.359630908577
1915	0.312291137779	0.359625016179
